2.500000e-09,1.537687e-09,1.057198e-09,9.674414e-10,9.301242e-10,9.174413e-10,8.993924e-10,8.759777e-10,8.593923e-10,8.535387e-10,8.562216e-10,8.718314e-10,8.471972e-10,8.381728e-10,8.603680e-10,8.567094e-10,8.464655e-10,8.571972e-10,8.493923e-10,8.391484e-10,8.393923e-10,8.435386e-10,8.420752e-10,8.484167e-10,8.447582e-10,8.398801e-10,8.423191e-10,8.401240e-10,8.403679e-10,8.408557e-10,8.420752e-10,8.393923e-10,8.386606e-10,8.389045e-10,8.389045e-10,8.401240e-10,8.408557e-10
1.875000e-09,1.726742e-09,8.671667e-10,7.714958e-10,7.257640e-10,6.946663e-10,6.882639e-10,6.932029e-10,6.758248e-10,6.348491e-10,6.474711e-10,6.450930e-10,6.489345e-10,6.419833e-10,6.396052e-10,6.407028e-10,6.461906e-10,6.313735e-10,6.416174e-10,6.438125e-10,6.341174e-10,6.341174e-10,6.324711e-10,6.332028e-10,6.374101e-10,6.388735e-10,6.423491e-10,6.410686e-10,6.211296e-10,6.193003e-10,6.183857e-10,6.450930e-10,6.469223e-10,6.461906e-10,6.193003e-10,6.194832e-10,6.412516e-10
1.250000e-09,1.811773e-09,7.416482e-10,5.612819e-10,5.200622e-10,4.975012e-10,4.742085e-10,4.618914e-10,4.655499e-10,4.510377e-10,4.357937e-10,4.344523e-10,4.262815e-10,4.277449e-10,4.343303e-10,4.361596e-10,4.244523e-10,4.243303e-10,4.246962e-10,4.237205e-10,4.255498e-10,4.214035e-10,4.220132e-10,4.248181e-10,4.288425e-10,4.234766e-10,4.267693e-10,4.264035e-10,4.225010e-10,4.210376e-10,4.201840e-10,4.201840e-10,4.244523e-10,4.192083e-10,4.193303e-10,4.251840e-10,4.243303e-10
6.250000e-10,1.760340e-09,7.000322e-10,4.122266e-10,3.297264e-10,2.950312e-10,2.716165e-10,2.644824e-10,2.558238e-10,2.510677e-10,2.480799e-10,2.438725e-10,2.396042e-10,2.334457e-10,2.224701e-10,2.179578e-10,2.159456e-10,2.162505e-10,2.151530e-10,2.182018e-10,2.202140e-10,2.232018e-10,2.221042e-10,2.177749e-10,2.144213e-10,2.142993e-10,2.148481e-10,2.188115e-10,2.171652e-10,2.165554e-10,2.133237e-10,2.130188e-10,2.155188e-10,2.154578e-10,2.147871e-10,2.122871e-10,2.119822e-10
3.125000e-10,1.750721e-09,6.962365e-10,4.314797e-10,3.287051e-10,2.628817e-10,2.108389e-10,1.866011e-10,1.801376e-10,1.526071e-10,1.540705e-10,1.455949e-10,1.348936e-10,1.349546e-10,1.346192e-10,1.361741e-10,1.344363e-10,1.290095e-10,1.226375e-10,1.202290e-10,1.170887e-10,1.131558e-10,1.111436e-10,1.094667e-10,1.087960e-10,1.089179e-10,1.102594e-10,1.111131e-10,1.133387e-10,1.134606e-10,1.138265e-10,1.129423e-10,1.101375e-10,1.090094e-10,1.080643e-10,1.077594e-10,1.078814e-10
1.562500e-10,1.761155e-09,6.565641e-10,4.249477e-10,3.206182e-10,2.647339e-10,2.149167e-10,1.914563e-10,1.842459e-10,1.434988e-10,1.509379e-10,1.300842e-10,1.055567e-10,1.159225e-10,1.157091e-10,1.039103e-10,9.224870e-11,8.192855e-11,7.628830e-11,7.898647e-11,8.192855e-11,8.290417e-11,8.346819e-11,8.203526e-11,7.880355e-11,7.557183e-11,7.086145e-11,6.732486e-11,6.387973e-11,6.048033e-11,5.859008e-11,5.695898e-11,5.593764e-11,5.525166e-11,5.505349e-11,5.512971e-11,5.531263e-11
7.812500e-11,1.562500e-09,6.889156e-10,4.292808e-10,3.193415e-10,2.678703e-10,2.136248e-10,1.913762e-10,1.802329e-10,1.449661e-10,1.527938e-10,1.285178e-10,1.089522e-10,1.189751e-10,1.162922e-10,1.078090e-10,9.294611e-11,8.248877e-11,7.277838e-11,7.799943e-11,8.155127e-11,8.467627e-11,8.597201e-11,8.572811e-11,8.313664e-11,7.969151e-11,7.501162e-11,6.991252e-11,6.525549e-11,6.017926e-11,5.557559e-11,5.149784e-11,4.813655e-11,4.461520e-11,4.164263e-11,3.876915e-11,3.664262e-11
3.906250e-11,7.812500e-10,6.881248e-10,4.339664e-10,3.238708e-10,2.652541e-10,2.134018e-10,1.903225e-10,1.835618e-10,1.431730e-10,1.515572e-10,1.293239e-10,1.077613e-10,1.192819e-10,1.169839e-10,1.067895e-10,9.350442e-11,8.217817e-11,7.336718e-11,7.808899e-11,8.172848e-11,8.425897e-11,8.599678e-11,8.556614e-11,8.331385e-11,7.965911e-11,7.523837e-11,7.044796e-11,6.528408e-11,6.079474e-11,5.670174e-11,5.287551e-11,4.947992e-11,4.652260e-11,4.315369e-11,4.065749e-11,3.875962e-11
3.906250e-11,7.812500e-10,6.940585e-10,4.238596e-10,3.206734e-10,2.672891e-10,2.166869e-10,1.902958e-10,1.831998e-10,1.431311e-10,1.527309e-10,1.304900e-10,1.092743e-10,1.188741e-10,1.169725e-10,1.063855e-10,9.324146e-11,8.217055e-11,7.335574e-11,7.783365e-11,8.206765e-11,8.537559e-11,8.529175e-11,8.643504e-11,8.412559e-11,7.869112e-11,7.414462e-11,6.967433e-11,6.515450e-11,6.075663e-11,5.653406e-11,5.270783e-11,4.924745e-11,4.602336e-11,4.342046e-11,4.101573e-11,3.862243e-11
1.953125e-11,1.504110e-10,3.906250e-10,3.906250e-10,3.250722e-10,2.683457e-10,2.179245e-10,1.908989e-10,1.813657e-10,1.438618e-10,1.535875e-10,1.303557e-10,1.074993e-10,1.188084e-10,1.176422e-10,1.062283e-10,9.300423e-11,8.235443e-11,7.284031e-11,7.788605e-11,8.177897e-11,8.503546e-11,8.612350e-11,8.504308e-11,8.297372e-11,7.942188e-11,7.530411e-11,7.028123e-11,6.539364e-11,6.069470e-11,5.678082e-11,5.262113e-11,4.925984e-11,4.629489e-11,4.328612e-11,4.104335e-11,3.858336e-11
9.765625e-12,1.519988e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.890882e-10,1.830068e-10,1.430096e-10,1.504286e-10,1.312165e-10,1.088279e-10,1.186936e-10,1.160030e-10,1.061650e-10,9.322955e-11,8.213768e-11,7.324856e-11,7.755592e-11,8.184614e-11,8.476345e-11,8.653175e-11,8.561044e-11,8.336482e-11,7.936614e-11,7.562185e-11,7.015499e-11,6.546176e-11,6.096957e-11,5.667459e-11,5.278071e-11,4.931843e-11,4.634110e-11,4.349811e-11,4.096856e-11,3.864101e-11
4.882813e-12,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.344225e-11,8.195166e-11,7.267858e-11,7.789582e-11,8.145099e-11,8.406437e-11,8.671205e-11,8.455408e-11,8.356275e-11,7.913343e-11,7.541772e-11,6.998898e-11,6.511139e-11,6.031908e-11,5.614129e-11,5.208354e-11,4.875036e-11,4.578875e-11,4.370652e-11,4.048767e-11,3.837829e-11
3.906250e-10,1.768850e-09,6.592051e-10,4.321085e-10,3.188461e-10,2.609572e-10,2.149586e-10,1.977711e-10,1.910256e-10,1.732283e-10,1.716277e-10,1.683121e-10,1.617954e-10,1.609188e-10,1.614905e-10,1.608045e-10,1.556216e-10,1.475804e-10,1.397679e-10,1.379005e-10,1.362618e-10,1.360331e-10,1.362618e-10,1.375194e-10,1.384721e-10,1.406063e-10,1.420545e-10,1.404920e-10,1.383578e-10,1.359188e-10,1.350041e-10,1.343563e-10,1.345468e-10,1.357282e-10,1.369477e-10,1.364523e-10,1.359188e-10
4.687500e-10,1.756033e-09,6.632714e-10,4.319599e-10,3.159840e-10,2.687888e-10,2.296423e-10,2.172947e-10,2.095661e-10,1.975386e-10,1.939715e-10,1.956179e-10,1.868831e-10,1.888953e-10,1.867002e-10,1.794745e-10,1.703282e-10,1.662580e-10,1.627367e-10,1.617306e-10,1.617763e-10,1.624166e-10,1.652519e-10,1.664410e-10,1.681788e-10,1.676757e-10,1.660294e-10,1.616391e-10,1.609074e-10,1.610903e-10,1.615019e-10,1.638800e-10,1.637885e-10,1.631940e-10,1.600842e-10,1.595812e-10,1.600842e-10
5.468750e-10,1.750244e-09,6.927189e-10,4.161329e-10,3.210564e-10,2.765060e-10,2.471614e-10,2.389449e-10,2.321690e-10,2.231522e-10,2.210714e-10,2.180836e-10,2.125348e-10,2.122680e-10,2.084266e-10,1.969555e-10,1.921003e-10,1.902329e-10,1.875119e-10,1.899128e-10,1.911933e-10,1.924738e-10,1.942878e-10,1.945012e-10,1.900729e-10,1.887390e-10,1.871918e-10,1.886857e-10,1.897527e-10,1.899662e-10,1.894860e-10,1.885790e-10,1.862314e-10,1.868716e-10,1.868716e-10,1.884189e-10,1.862848e-10
